mutant1,mutant2,template,passed_test,diff_locations,explored_diffs,elapsed_time_ms
tadSyncid17id15.xml,tadSyncid16id10.xml,Template1,FAILED,5,1,4
tadSyncid16id10.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,3
tadSyncid17id15.xml,tadSyncid21id7.xml,Template4,FAILED,5,1,4
tadSyncid21id7.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid10id13.xml,Template3,FAILED,5,1,4
tadSyncid10id13.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid7id8.xml,Template1,FAILED,5,1,4
tadSyncid7id8.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid7id16.xml,Template1,FAILED,5,1,5
tadSyncid7id16.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,6
tadSyncid17id15.xml,tadSyncid18id11.xml,Template5,FAILED,5,1,4
tadSyncid18id11.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,6
tadSyncid17id15.xml,tadSyncid6id20.xml,Template3,FAILED,5,1,4
tadSyncid6id20.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid17id22.xml,Template2,FAILED,3,1,5
tadSyncid17id22.xml,tadSyncid17id15.xml,Template1,FAILED,3,1,6
tadSyncid17id15.xml,tadSyncid4id19.xml,Template5,FAILED,5,1,5
tadSyncid4id19.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,6
tadSyncid17id15.xml,tadSyncid10id6.xml,Template1,FAILED,5,1,4
tadSyncid10id6.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid21id1.xml,Template1,FAILED,5,1,6
tadSyncid21id1.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid13id7.xml,Template1,FAILED,5,1,4
tadSyncid13id7.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,3
tadSyncid17id15.xml,tadSyncid9id14.xml,Template1,FAILED,5,1,4
tadSyncid9id14.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid16id18.xml,Template4,FAILED,5,1,4
tadSyncid16id18.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid0id19.xml,Template1,FAILED,5,1,5
tadSyncid0id19.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,5
